Name      Surname   HW1     HW2     HW3     HW4     HW5     HW6     HW7     Exam    
Name332   Surname2  5.55    1.37    9.63    9.54    3.19    1.63    9.25    8.06    
Name333   Surname1  8.62    4.84    2.72    9.73    4.30    8.07    8.84    2.70    
Name334   Surname2  8.14    8.85    5.17    8.23    3.26    6.95    7.13    9.65    
Name335   Surname1  2.41    4.14    3.93    6.95    3.03    8.40    2.41    5.37    
Name336   Surname2  6.15    4.59    2.50    6.87    4.44    8.68    4.43    5.02    
Name337   Surname1  6.31    3.46    7.12    6.35    5.85    3.95    9.42    1.45    
Name338   Surname2  7.55    8.45    6.81    5.92    9.95    7.94    3.02    6.67    
Name339   Surname1  2.74    8.56    9.92    8.13    9.77    9.37    8.99    1.47    
Name340   Surname2  2.49    2.79    9.80    6.60    1.24    8.89    4.95    9.55    
Name341   Surname1  5.18    5.41    3.21    7.77    5.50    9.17    8.12    3.81    
Name342   Surname2  1.89    9.76    5.50    4.93    3.05    5.90    5.34    7.81    
Name343   Surname1  3.01    5.34    5.36    6.19    5.42    3.40    1.68    6.55    
Name344   Surname2  9.03    7.14    9.78    8.94    8.79    8.46    4.65    6.01    
Name345   Surname1  9.82    9.67    3.19    1.72    7.48    7.75    6.67    1.32    
Name346   Surname2  7.02    9.02    9.19    8.55    1.83    2.02    7.44    7.59    
Name347   Surname1  8.04    3.56    1.29    4.46    4.69    7.17    6.95    5.83    
Name348   Surname2  3.83    6.84    3.45    2.81    1.15    9.95    4.88    5.27    
Name349   Surname1  1.10    9.24    3.28    2.11    4.29    4.80    4.03    2.36    
Name350   Surname2  9.30    6.45    2.44    9.84    2.36    4.27    4.72    5.34    
Name351   Surname1  7.84    8.14    8.19    5.98    9.49    3.56    7.50    8.41    
Name352   Surname2  2.47    9.89    2.17    9.57    1.34    9.28    7.14    4.05    
Name353   Surname1  4.00    4.40    3.92    3.91    2.06    1.56    6.19    9.04    
Name354   Surname2  4.65    1.66    8.26    3.53    3.02    6.79    4.71    3.23    
Name355   Surname1  5.41    4.63    9.49    5.19    3.54    8.53    3.40    3.14    
Name356   Surname2  9.72    8.16    5.07    3.11    9.11    6.71    9.84    5.83    
Name357   Surname1  6.88    2.71    6.67    2.70    2.16    2.03    8.14    2.84    
Name358   Surname2  2.21    6.76    4.21    3.25    5.03    3.53    6.46    4.14    
Name359   Surname1  1.52    7.06    9.02    8.56    1.28    5.46    1.05    6.84    
Name360   Surname2  8.47    3.53    5.81    4.91    7.18    5.86    4.56    4.81    
Name361   Surname1  5.81    3.17    1.73    9.29    5.83    1.39    1.70    4.51    
Name362   Surname2  3.29    4.87    4.94    7.94    6.92    9.11    8.69    6.43    
Name363   Surname1  7.62    8.58    7.99    1.30    6.65    6.47    4.68    5.30    
Name364   Surname2  8.48    7.79    5.65    8.41    5.32    2.22    9.28    6.47    
Name365   Surname1  9.40    5.17    7.35    5.32    8.01    7.03    2.47    8.74    
Name366   Surname2  2.08    9.04    8.96    7.67    4.67    2.41    2.75    9.99    
Name367   Surname1  9.22    3.00    6.82    2.15    8.96    2.25    3.61    5.43    
Name368   Surname2  4.00    5.33    8.89    8.90    6.53    1.75    7.71    8.52    
Name369   Surname1  3.90    6.58    7.32    8.13    6.71    2.63    3.65    4.18    
Name370   Surname2  6.83    9.85    2.74    8.68    4.73    7.16    4.24    6.32    
Name371   Surname1  1.00    9.41    2.19    8.53    1.82    7.62    9.33    8.65    
Name372   Surname2  9.87    2.01    1.35    2.93    6.47    2.40    9.77    2.24    
Name373   Surname1  2.09    1.30    1.67    4.25    4.63    4.43    1.14    5.54    
Name374   Surname2  3.82    7.04    3.87    2.69    1.97    9.43    2.30    6.10    
Name375   Surname1  8.70    6.50    3.09    4.12    5.63    1.83    2.82    9.70    
Name376   Surname2  7.00    4.90    3.09    6.66    9.32    5.31    7.50    7.05    
Name377   Surname1  9.00    4.68    4.48    5.91    3.18    1.80    4.48    3.61    
Name378   Surname2  5.25    9.45    8.00    7.31    4.93    8.46    1.05    6.86    
Name379   Surname1  6.76    6.98    8.32    6.90    6.23    3.28    2.65    1.97    
Name380   Surname2  9.53    7.98    4.06    5.53    6.68    2.59    1.45    7.24    
Name381   Surname1  4.45    4.63    9.16    6.44    9.99    7.36    6.14    8.10    
Name382   Surname2  2.38    6.36    4.03    2.06    3.18    6.70    8.48    8.77    
Name383   Surname1  5.12    5.91    4.40    4.29    7.73    8.68    1.85    7.30    
Name384   Surname2  7.75    6.38    3.83    6.76    1.39    9.67    4.10    9.96    
Name385   Surname1  4.51    9.95    7.80    2.86    6.38    7.27    6.25    4.94    
Name386   Surname2  3.13    6.40    4.15    2.33    6.07    9.31    4.24    3.79    
Name387   Surname1  4.91    6.49    1.82    1.38    1.11    3.43    4.34    3.01    
Name388   Surname2  9.46    1.64    3.42    3.03    3.98    3.37    9.51    6.46    
Name389   Surname1  3.45    8.96    4.07    9.47    5.26    1.97    2.00    7.77    
Name390   Surname2  1.67    7.38    5.94    3.04    5.10    9.90    1.83    1.27    
Name391   Surname1  1.92    6.55    7.36    5.28    4.66    7.07    3.76    1.17    
Name392   Surname2  1.77    6.56    4.10    4.61    2.16    1.72    4.54    7.64    
Name393   Surname1  4.43    5.83    5.91    1.34    6.82    3.20    7.68    6.32    
Name394   Surname2  3.79    6.78    7.67    4.58    8.78    3.41    5.69    6.01    
Name395   Surname1  9.15    5.30    5.40    3.80    1.06    2.84    2.65    2.58    
Name396   Surname2  5.81    3.39    3.43    4.99    9.49    6.82    4.85    1.87    
Name397   Surname1  6.27    8.04    4.98    1.34    8.86    8.44    9.07    1.37    
Name398   Surname2  3.82    4.43    1.29    7.41    7.50    1.46    5.05    6.02    
Name399   Surname1  1.05    9.89    3.34    6.78    2.72    8.54    1.75    2.09    
Name400   Surname2  3.62    4.51    7.35    8.58    5.58    3.38    2.84    1.10    
Name401   Surname1  7.43    2.11    3.32    7.13    9.86    4.52    3.57    6.88    
Name402   Surname2  3.69    2.90    2.75    6.91    1.12    9.52    8.81    9.06    
Name403   Surname1  1.60    2.82    3.88    6.12    1.27    4.21    6.87    5.64    
Name404   Surname2  1.89    1.40    1.97    2.68    1.97    5.50    8.08    9.12    
Name405   Surname1  6.19    3.33    4.50    6.56    4.87    9.16    9.32    9.74    
Name406   Surname2  9.54    1.40    6.84    9.47    2.94    7.13    2.11    1.28    
Name407   Surname1  4.56    2.72    4.62    5.31    1.44    8.39    2.31    1.67    
Name408   Surname2  4.21    6.85    1.10    7.33    6.90    8.65    9.73    7.33    
Name409   Surname1  7.81    7.32    9.95    4.55    6.71    7.28    3.38    4.56    
Name410   Surname2  7.04    9.48    7.06    3.63    6.31    1.67    7.52    5.62    
Name411   Surname1  1.72    3.60    5.50    1.35    1.75    3.26    6.17    1.27    
Name412   Surname2  4.02    5.41    4.14    6.05    3.84    5.35    7.72    6.03    
Name413   Surname1  3.04    3.31    5.44    7.68    5.10    5.98    3.56    9.60    
Name414   Surname2  2.62    3.69    5.28    8.71    3.60    2.73    9.92    7.66    
Name415   Surname1  1.90    8.29    6.60    7.19    4.67    1.11    9.06    9.82    
Name416   Surname2  6.98    8.15    1.37    1.60    7.10    1.51    6.63    3.01    
Name417   Surname1  7.95    1.46    2.20    4.38    2.05    5.21    4.79    7.83    
Name418   Surname2  9.96    9.78    3.21    4.54    5.48    9.91    6.68    5.75    
Name419   Surname1  6.39    2.70    8.46    1.99    5.69    6.31    1.32    3.85    
Name420   Surname2  3.35    9.53    5.34    9.16    2.39    5.14    4.38    5.17    
Name421   Surname1  9.28    7.51    5.26    2.22    3.63    7.58    1.97    5.39    
Name422   Surname2  1.42    3.24    9.02    6.56    9.23    5.73    1.46    9.41    
Name423   Surname1  3.23    1.39    8.02    4.55    1.41    9.01    4.73    7.12    
Name424   Surname2  6.77    2.08    7.61    9.11    3.68    4.24    1.97    1.36    
Name425   Surname1  3.45    8.75    5.44    1.35    3.91    7.48    5.08    5.24    
Name426   Surname2  8.49    2.41    9.99    8.53    5.74    8.90    3.99    9.59    
Name427   Surname1  1.27    1.83    6.39    2.35    2.03    9.75    6.10    1.30    
Name428   Surname2  3.49    4.02    3.40    1.70    8.32    4.46    9.44    9.05    
Name429   Surname1  8.89    3.00    4.89    9.11    5.41    1.09    6.92    5.81    
Name430   Surname2  4.59    8.67    6.19    1.79    6.36    3.72    5.49    9.95    
Name431   Surname1  1.64    6.10    7.24    8.06    5.90    7.54    1.03    7.96    
Name432   Surname2  7.02    2.63    1.61    9.76    2.22    3.25    9.20    4.79    
Name433   Surname1  6.32    8.29    3.79    4.46    7.52    2.40    4.73    8.82    
Name434   Surname2  4.34    8.94    6.57    7.34    2.23    8.35    6.99    5.40    
Name435   Surname1  8.52    9.21    3.26    7.01    2.59    6.88    4.70    8.05    
Name436   Surname2  5.62    6.02    7.74    5.97    7.89    2.82    7.55    2.69    
Name437   Surname1  2.07    6.57    1.36    1.31    9.53    6.38    6.89    2.57    
Name438   Surname2  4.67    1.12    3.85    2.36    8.90    7.04    4.91    2.16    
Name439   Surname1  6.20    7.70    9.41    2.77    3.00    1.51    9.25    9.39    
Name440   Surname2  6.88    2.98    4.07    6.85    6.88    3.58    9.97    3.96    
Name441   Surname1  8.72    3.19    4.56    3.81    7.22    2.92    7.64    5.35    
Name442   Surname2  4.61    5.96    6.19    5.76    6.90    9.61    2.27    6.86    
Name443   Surname1  5.02    7.32    7.21    4.46    5.57    6.30    9.18    9.17    
Name444   Surname2  3.46    7.56    6.40    4.19    7.53    1.59    3.60    4.26    
Name445   Surname1  3.48    4.06    8.25    1.24    7.14    3.48    8.94    3.68    
Name446   Surname2  1.78    8.11    1.36    2.85    1.55    4.26    8.83    9.80    
Name447   Surname1  4.52    7.69    5.37    9.60    5.45    9.74    7.50    6.88    
Name448   Surname2  4.90    6.00    1.97    2.72    2.98    9.16    1.07    5.64    
Name449   Surname1  5.29    6.94    8.06    7.92    7.90    9.56    9.81    9.05    
Name450   Surname2  7.56    1.22    9.15    4.66    3.25    9.94    3.11    9.12    
Name451   Surname1  8.39    5.13    1.54    6.98    2.89    5.75    9.99    5.04    
Name452   Surname2  7.93    1.68    5.51    4.80    2.01    9.54    6.77    2.44    
Name453   Surname1  7.58    5.98    7.33    6.13    5.04    8.50    7.37    4.13    
Name454   Surname2  5.17    1.86    9.90    4.13    9.78    6.38    9.59    5.53    
Name455   Surname1  3.75    6.18    6.17    1.72    8.69    9.52    4.72    4.36    
Name456   Surname2  3.93    9.09    5.79    8.49    7.82    5.20    5.26    8.25    
Name457   Surname1  3.65    5.46    3.13    2.42    2.30    3.48    8.43    2.30    
Name458   Surname2  6.83    2.06    7.64    2.18    9.37    5.21    3.05    9.33    
Name459   Surname1  2.91    6.38    8.44    7.41    9.90    2.84    5.27    5.40    
Name460   Surname2  1.94    2.56    6.74    8.99    1.10    8.93    7.59    3.18    
Name461   Surname1  8.50    5.38    4.44    1.54    4.32    5.33    8.24    2.94    
Name462   Surname2  2.82    1.40    6.23    6.79    8.45    4.60    9.94    9.12    
Name463   Surname1  3.03    3.57    7.84    8.03    9.70    5.24    9.06    7.36    
Name464   Surname2  6.19    5.77    1.40    3.79    9.39    7.77    4.08    4.14    
Name465   Surname1  5.88    4.57    1.59    9.65    4.89    9.98    5.74    5.90    
Name466   Surname2  9.63    7.75    5.41    3.63    1.26    5.30    8.37    8.83    
Name467   Surname1  6.17    7.40    6.42    7.42    8.63    8.68    5.95    1.54    
Name468   Surname2  2.31    2.14    5.45    3.63    8.88    7.24    5.52    9.29    
Name469   Surname1  6.20    7.21    9.48    6.68    7.87    5.71    5.82    8.23    
Name470   Surname2  4.77    4.65    2.97    3.36    1.80    8.76    3.73    8.52    
Name471   Surname1  9.18    5.81    8.23    6.71    1.43    4.62    8.35    9.84    
Name472   Surname2  9.91    8.32    3.59    3.47    3.71    8.65    4.18    9.72    
Name473   Surname1  1.43    6.52    8.88    6.25    4.75    4.18    5.51    8.97    
Name474   Surname2  8.77    9.46    1.96    3.45    2.40    5.00    7.92    8.88    
Name475   Surname1  6.22    3.83    5.93    9.87    7.57    9.42    2.46    8.24    
Name476   Surname2  1.90    5.72    7.93    6.84    1.41    6.92    6.04    7.70    
Name477   Surname1  5.74    7.90    4.45    5.35    7.20    6.07    3.30    1.52    
Name478   Surname2  1.20    1.88    8.06    4.95    2.69    5.44    2.81    1.41    
Name479   Surname1  3.18    1.34    6.84    8.75    7.55    1.17    5.84    2.77    
Name480   Surname2  4.42    6.23    2.67    4.67    8.91    5.48    8.39    5.96    
Name481   Surname1  1.21    9.84    9.11    9.27    6.48    6.72    3.78    4.28    
Name482   Surname2  5.69    8.76    5.19    9.10    2.47    6.32    4.15    9.30    
Name483   Surname1  6.83    6.72    8.36    4.33    1.57    7.36    5.15    2.52    
Name484   Surname2  2.41    2.85    3.93    2.55    2.21    5.44    2.04    1.62    
Name485   Surname1  5.45    6.94    7.59    2.35    5.92    5.60    9.96    5.95    
Name486   Surname2  8.94    5.25    8.86    3.37    5.56    1.40    6.53    9.99    
Name487   Surname1  7.74    6.02    9.54    6.39    1.90    3.39    2.71    7.16    
Name488   Surname2  9.41    1.78    8.32    7.39    8.76    4.74    6.88    6.71    
Name489   Surname1  9.59    6.79    8.61    2.56    3.34    3.55    8.86    7.98    
Name490   Surname2  8.65    1.33    2.31    6.06    1.37    2.00    8.54    9.60    
Name491   Surname1  7.37    6.56    8.36    4.79    6.12    1.38    4.70    8.61    
Name492   Surname2  6.63    6.04    2.84    5.45    8.28    7.36    4.64    8.90    
Name493   Surname1  6.22    1.12    3.08    3.00    8.17    5.94    1.67    8.53    
Name494   Surname2  2.95    8.20    4.71    5.42    2.97    4.32    3.92    8.78    
Name495   Surname1  2.29    8.30    7.50    7.83    1.48    3.38    1.86    9.81    
Name496   Surname2  1.77    3.05    2.62    1.36    3.02    7.74    5.22    5.29    
Name497   Surname1  3.32    3.98    2.61    4.91    6.97    7.45    8.82    1.64    
Name498   Surname2  8.23    3.37    7.94    9.74    3.52    6.29    4.10    9.73    
Name499   Surname1  4.31    2.96    3.36    1.55    7.96    3.27    6.53    1.83    
Name500   Surname2  3.09    4.36    3.38    3.95    2.58    7.28    1.29    4.31    
Name501   Surname1  5.91    8.52    3.54    8.22    2.90    7.70    4.05    8.74    
Name502   Surname2  8.28    5.25    6.30    9.36    8.28    3.57    4.10    1.39    
Name503   Surname1  8.40    2.95    7.42    1.52    9.06    1.25    3.19    4.11    
Name504   Surname2  5.99    2.90    9.82    2.36    5.59    6.57    9.47    9.09    
Name505   Surname1  3.93    4.80    8.52    2.13    8.07    4.77    5.51    3.80    
Name506   Surname2  5.99    3.40    8.08    5.38    3.04    3.90    8.87    2.52    
Name507   Surname1  6.56    1.71    4.16    7.98    5.16    8.72    8.15    4.11    
Name508   Surname2  7.61    3.57    3.87    4.16    8.77    2.69    6.13    9.62    
Name509   Surname1  2.03    3.02    8.95    6.07    8.57    5.30    5.96    7.36    
Name510   Surname2  8.29    2.87    7.33    2.26    9.60    6.93    4.99    6.86    
Name511   Surname1  7.56    4.29    8.67    7.90    4.46    5.12    8.50    2.12    
Name512   Surname2  9.08    6.08    9.89    1.00    5.53    7.36    4.10    3.74    
Name513   Surname1  5.79    4.18    2.41    2.56    2.96    4.63    8.39    7.27    
Name514   Surname2  5.95    1.03    2.59    6.29    4.80    8.44    2.93    2.88    
Name515   Surname1  2.93    4.86    3.25    5.32    1.71    9.15    7.80    3.51    
Name516   Surname2  9.28    4.54    9.38    2.95    6.83    1.99    1.46    2.15    
Name517   Surname1  8.25    7.42    5.50    8.85    9.98    5.87    4.52    3.16    
Name518   Surname2  3.75    5.85    5.10    7.35    8.04    3.77    7.49    9.41    
Name519   Surname1  6.03    7.54    5.16    8.99    2.88    8.31    9.28    3.57    
Name520   Surname2  8.57    8.57    5.24    3.45    4.99    9.54    4.99    4.54    
Name521   Surname1  1.01    2.50    2.08    9.84    9.74    5.59    7.67    3.49    
Name522   Surname2  1.49    5.32    5.79    8.96    9.60    5.53    2.00    2.22    
Name523   Surname1  6.59    4.06    3.68    4.88    4.09    8.60    7.93    5.02    
Name524   Surname2  6.32    8.47    1.57    6.01    6.16    8.80    6.13    5.25    
Name525   Surname1  9.00    1.19    6.77    9.17    3.63    6.34    3.18    5.39    
Name526   Surname2  3.03    5.50    8.18    5.37    3.15    5.36    8.52    9.16    
Name527   Surname1  7.50    4.13    3.93    7.63    9.31    9.92    7.68    6.85    
Name528   Surname2  5.58    6.35    8.65    8.13    4.56    5.24    5.47    7.89    
Name529   Surname1  6.00    1.30    4.85    2.92    8.10    5.53    4.47    7.40    
